project_name,file_path,mode,present_full,success_full,leak_full,full_leak_full,partial_leak_full,cascade_leak_full,present_no_unroll_conservative,success_no_unroll_conservative,leak_no_unroll_conservative,full_leak_no_unroll_conservative,partial_leak_no_unroll_conservative,cascade_leak_no_unroll_conservative,present_no_unroll_aggressive,success_no_unroll_aggressive,leak_no_unroll_aggressive,full_leak_no_unroll_aggressive,partial_leak_no_unroll_aggressive,cascade_leak_no_unroll_aggressive,present_single_pass,success_single_pass,leak_single_pass,full_leak_single_pass,partial_leak_single_pass,cascade_leak_single_pass,present_vanguard_lite,success_vanguard_lite,leak_vanguard_lite,full_leak_vanguard_lite,partial_leak_vanguard_lite,cascade_leak_vanguard_lite,difference_reason,task4_category
aidenlippert_persona-chain,aidenlippert_persona-chain\circuits\income_threshold.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,2,0,2,0,leak_count_mismatch,其他差异
aidenlippert_persona-chain,aidenlippert_persona-chain\circuits\range_proof.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,3,0,3,0,leak_count_mismatch,其他差异
aidenlippert_persona-chain,aidenlippert_persona-chain\circuits\selective_disclosure.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,6,0,6,0,leak_count_mismatch,其他差异
aidenlippert_persona-chain,aidenlippert_persona-chain\circuits\simple_age_proof.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,3,0,3,0,leak_count_mismatch,其他差异
aidenlippert_persona-chain,aidenlippert_persona-chain\circuits\simple_income_proof.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,2,0,2,0,leak_count_mismatch,其他差异
akharawita_poc-zkf-dapp,akharawita_poc-zkf-dapp\circuits\simple_multiplier.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,1,0,1,0,leak_count_mismatch,其他差异
akharawita_poc-zkf-dapp,akharawita_poc-zkf-dapp\circuits\swap_multiplier.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,2,0,2,0,leak_count_mismatch,其他差异
alex-lindenbaum_battlesnark,alex-lindenbaum_battlesnark\circuits\boardID.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,2,0,2,0,leak_count_mismatch,其他差异
alexbabits_circom-puzzles,alexbabits_circom-puzzles\BonusProblems\Problem3.circom,main,True,True,1,1,0,0,True,True,1,1,0,0,True,True,1,1,0,0,True,True,1,1,0,0,True,True,1,0,1,0,leak_count_mismatch,其他差异
alexbabits_circom-puzzles,alexbabits_circom-puzzles\Equality\Equality.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,1,0,1,0,leak_count_mismatch,其他差异
alexbabits_circom-puzzles,alexbabits_circom-puzzles\IntDivOut\IntDivOut.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,2,0,2,0,leak_count_mismatch,其他差异
alexbabits_circom-puzzles,alexbabits_circom-puzzles\IntSqrtOut\IntSqrtOut.circom,main,True,True,1,1,0,0,True,True,0,0,0,0,True,True,1,1,0,0,True,True,1,1,0,0,True,True,1,0,1,0,leak_count_mismatch,激进召回
alexbabits_circom-puzzles,alexbabits_circom-puzzles\IntSqrt\IntSqrt.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,1,0,1,0,leak_count_mismatch,其他差异
alexbabits_circom-puzzles,alexbabits_circom-puzzles\MultiAND\MultiAND.circom,main,True,False,0,0,0,0,True,True,1,1,0,0,True,True,1,1,0,0,True,False,0,0,0,0,True,True,1,1,1,0,success_mismatch,工具失败
alexbabits_circom-puzzles,alexbabits_circom-puzzles\MultiOR\MultiOR.circom,main,True,False,0,0,0,0,True,True,1,1,0,0,True,True,1,1,0,0,True,False,0,0,0,0,True,True,1,1,1,0,success_mismatch,工具失败
alexbabits_circom-puzzles,alexbabits_circom-puzzles\NotEqual\NotEqual.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,1,0,1,0,leak_count_mismatch,其他差异
alexbabits_circom-puzzles,alexbabits_circom-puzzles\QuadraticEquation\QuadraticEquation.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,5,0,5,0,leak_count_mismatch,其他差异
alexbabits_circom-puzzles,alexbabits_circom-puzzles\Range\Range.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,3,0,3,0,leak_count_mismatch,其他差异
andrejrakic_circom-bootcamp-monorepo,andrejrakic_circom-bootcamp-monorepo\hw-04\zero-knowledge-puzzles\hw-07\Roots.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,3,0,3,0,leak_count_mismatch,其他差异
andrejrakic_circom-bootcamp-monorepo,andrejrakic_circom-bootcamp-monorepo\hw-04\zero-knowledge-puzzles\hw-11\Swap.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,3,0,3,0,leak_count_mismatch,其他差异
andrejrakic_circom-bootcamp-monorepo,andrejrakic_circom-bootcamp-monorepo\hw-08\BadExample.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,2,0,2,0,leak_count_mismatch,其他差异
badblood8_blockchain_ZKPs,badblood8_blockchain_ZKPs\circom\multiply.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,2,0,2,0,leak_count_mismatch,其他差异
beto-rocha-blockchain_EnerTradeZK,beto-rocha-blockchain_EnerTradeZK\circuits\GreaterEq.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,2,0,2,0,leak_count_mismatch,其他差异
beto-rocha-blockchain_EnerTradeZK,beto-rocha-blockchain_EnerTradeZK\circuits\balance_check.circom,main,True,True,1,1,0,0,True,True,1,1,0,0,True,True,1,1,0,0,True,True,1,1,0,0,True,True,1,1,1,0,leak_count_mismatch,其他差异
beto-rocha-blockchain_EnerTradeZK,beto-rocha-blockchain_EnerTradeZK\circuits\balance_proof.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,2,0,2,0,leak_count_mismatch,其他差异
bunsenstraat_remix-desktop,bunsenstraat_remix-desktop\apps\circuit-compiler\src\example\simple.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,2,0,2,0,leak_count_mismatch,其他差异
bunsenstraat_remix-desktop,bunsenstraat_remix-desktop\libs\remix-ws-templates\src\templates\semaphore\circuits\simple.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,2,0,2,0,leak_count_mismatch,其他差异
burcu-yildiz_benchmarking-poseidon-and-hydra,burcu-yildiz_benchmarking-poseidon-and-hydra\zk-exps\hydra\hydra.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,4,0,4,0,leak_count_mismatch,其他差异
busyapedao_zksafebox-contract,busyapedao_zksafebox-contract\zk\circuits\sha256\main.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,1,0,1,0,leak_count_mismatch,其他差异
busyapedao_zksafebox-contract,busyapedao_zksafebox-contract\zk\main3.circom,main,True,True,1,1,0,0,True,True,1,1,0,0,True,True,1,1,0,0,True,True,1,1,0,0,True,True,1,1,1,0,leak_count_mismatch,其他差异
calnix_circom-notes,calnix_circom-notes\1. Multiply\multiply.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,2,0,2,0,leak_count_mismatch,其他差异
calnix_circom-notes,calnix_circom-notes\2. Multiply2\multiply2.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,3,0,3,0,leak_count_mismatch,其他差异
calnix_circom-notes,calnix_circom-notes\Footguns\under2.circom,main,True,True,1,1,0,0,True,True,1,1,0,0,True,True,1,1,0,0,True,True,1,1,0,0,True,True,1,0,1,0,leak_count_mismatch,其他差异
costa-group_circom_tests,costa-group_circom_tests\circomlib_original_2.0\circuits\sha256\main.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,1,0,1,0,leak_count_mismatch,其他差异
costa-group_circom_tests,costa-group_circom_tests\circomlib_original_2.0\test\binsub_test\binsub_test.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,2,0,2,0,leak_count_mismatch,其他差异
costa-group_circom_tests,costa-group_circom_tests\circomlib_original_2.0\test\escalarmul_min_test\escalarmul_min_test.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,1,1,0,0,True,True,0,0,0,0,True,True,1,0,1,0,leak_count_mismatch,激进召回
costa-group_circom_tests,costa-group_circom_tests\circomlib_original_2.0\test\escalarmul_test\escalarmul_test.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,1,1,0,0,True,True,0,0,0,0,True,True,1,0,1,0,leak_count_mismatch,激进召回
costa-group_circom_tests,costa-group_circom_tests\circomlib_original_2.0\test\escalarmul_test_min\escalarmul_test_min.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,1,1,0,0,True,True,0,0,0,0,True,True,1,0,1,0,leak_count_mismatch,激进召回
costa-group_circom_tests,costa-group_circom_tests\circomlib_original_2.0\test\escalarmulany_test\escalarmulany_test.circom,main,True,True,1,0,1,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,1,0,1,0,True,True,2,0,2,0,leak_count_mismatch,其他差异
costa-group_circom_tests,costa-group_circom_tests\circomlib_original_2.0\test\escalarmulfix_test\escalarmulfix_test.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,1,1,0,0,True,True,0,0,0,0,True,True,1,0,1,0,leak_count_mismatch,激进召回
costa-group_circom_tests,costa-group_circom_tests\circomlib_original_2.0\test\escalarmulw4table_test3\escalarmulw4table_test3.circom,main,True,True,1,1,0,0,True,True,1,1,0,0,True,True,1,1,0,0,True,True,1,1,0,0,True,True,1,0,1,0,leak_count_mismatch,其他差异
costa-group_circom_tests,costa-group_circom_tests\circomlib_original_2.0\test\escalarmulw4table_test\escalarmulw4table_test.circom,main,True,True,1,1,0,0,True,True,1,1,0,0,True,True,1,1,0,0,True,True,1,1,0,0,True,True,1,0,1,0,leak_count_mismatch,其他差异
costa-group_circom_tests,costa-group_circom_tests\circomlib_original_2.0\test\mux1_1\mux1_1.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,1,1,0,0,True,True,0,0,0,0,True,True,1,0,1,0,leak_count_mismatch,激进召回
costa-group_circom_tests,costa-group_circom_tests\circomlib_original_2.0\test\mux2_1\mux2_1.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,1,1,0,0,True,True,0,0,0,0,True,True,1,0,1,0,leak_count_mismatch,激进召回
costa-group_circom_tests,costa-group_circom_tests\circomlib_original_2.0\test\mux3_1\mux3_1.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,1,1,0,0,True,True,0,0,0,0,True,True,1,0,1,0,leak_count_mismatch,激进召回
costa-group_circom_tests,costa-group_circom_tests\circomlib_original_2.0\test\mux4_1\mux4_1.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,1,1,0,0,True,True,0,0,0,0,True,True,1,0,1,0,leak_count_mismatch,激进召回
costa-group_circom_tests,costa-group_circom_tests\circomlib_original_2.0\test\sha256_2_test\sha256_2_test.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,2,0,2,0,leak_count_mismatch,其他差异
costa-group_circom_tests,costa-group_circom_tests\circomlib_original_2.0\test\smtprocessor10_test\smtprocessor10_test.circom,main,True,False,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,False,0,0,0,0,True,True,0,0,0,0,success_mismatch,工具失败
costa-group_circom_tests,costa-group_circom_tests\circomlib_original_2.0\test\smtverifier10_test\smtverifier10_test.circom,main,True,False,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,False,0,0,0,0,True,True,0,0,0,0,success_mismatch,工具失败
costa-group_circom_tests,costa-group_circom_tests\circomlib_original_2.0\test\sum_test\sum_test.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,2,0,2,0,leak_count_mismatch,其他差异
costa-group_circom_tests,costa-group_circom_tests\detecting_last_assignment\known_last\known_last_assignment_1_mixed\known_last_assignment_1_mixed.circom,main,True,True,1,1,0,0,True,True,0,0,0,0,True,True,1,1,0,0,True,True,1,1,0,0,True,True,1,0,1,0,leak_count_mismatch,激进召回
costa-group_circom_tests,costa-group_circom_tests\detecting_last_assignment\known_last\known_last_assignment_1_signal\known_last_assignment_1_signal.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,2,0,2,0,leak_count_mismatch,其他差异
costa-group_circom_tests,costa-group_circom_tests\detecting_last_assignment\known_last\known_last_assignment_1_signal_comp\known_last_assignment_1_signal_comp.circom,main,True,True,1,1,0,0,True,True,0,0,0,0,True,True,1,1,0,0,True,True,1,1,0,0,True,True,1,0,1,0,leak_count_mismatch,激进召回
costa-group_circom_tests,costa-group_circom_tests\detecting_last_assignment\known_last_array\known_last_assignment_1_mixed_array\known_last_assignment_1_mixed_array.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,1,1,0,0,True,True,0,0,0,0,True,True,1,0,1,0,leak_count_mismatch,激进召回
costa-group_circom_tests,costa-group_circom_tests\detecting_last_assignment\known_last_array\known_last_assignment_1_signal_array\known_last_assignment_1_signal_array.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,2,0,2,0,leak_count_mismatch,其他差异
costa-group_circom_tests,costa-group_circom_tests\detecting_last_assignment\known_last_array\known_last_assignment_1_signal_comp_array\known_last_assignment_1_signal_comp_array.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,1,1,0,0,True,True,0,0,0,0,True,True,1,0,1,0,leak_count_mismatch,激进召回
costa-group_circom_tests,costa-group_circom_tests\detecting_last_assignment\known_last_if\if_known_last_assignment_1_mixed\if_known_last_assignment_1_mixed.circom,main,True,True,1,1,0,0,True,True,0,0,0,0,True,True,1,1,0,0,True,True,1,1,0,0,True,True,1,0,1,0,leak_count_mismatch,激进召回
costa-group_circom_tests,costa-group_circom_tests\detecting_last_assignment\known_last_if\if_known_last_assignment_1_signal\if_known_last_assignment_1_signal.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,2,0,2,0,leak_count_mismatch,其他差异
costa-group_circom_tests,costa-group_circom_tests\detecting_last_assignment\known_last_if\if_known_last_assignment_1_signal_comp\if_known_last_assignment_1_signal_comp.circom,main,True,True,1,1,0,0,True,True,0,0,0,0,True,True,1,1,0,0,True,True,1,1,0,0,True,True,1,0,1,0,leak_count_mismatch,激进召回
costa-group_circom_tests,costa-group_circom_tests\detecting_last_assignment\known_last_if_array\if_known_last_assignment_1_mixed_array\if_known_last_assignment_1_mixed_array.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,1,1,0,0,True,True,0,0,0,0,True,True,1,0,1,0,leak_count_mismatch,激进召回
costa-group_circom_tests,costa-group_circom_tests\detecting_last_assignment\known_last_if_array\if_known_last_assignment_1_signal_array\if_known_last_assignment_1_signal_array.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,2,0,2,0,leak_count_mismatch,其他差异
costa-group_circom_tests,costa-group_circom_tests\detecting_last_assignment\known_last_if_array\if_known_last_assignment_1_signal_comp_array\if_known_last_assignment_1_signal_comp_array.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,1,1,0,0,True,True,0,0,0,0,True,True,1,0,1,0,leak_count_mismatch,激进召回
costa-group_circom_tests,costa-group_circom_tests\detecting_last_assignment\unknown_last_while\unknown_last_assignment_1_mixed\unknown_last_assignment_1_mixed.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,1,1,0,0,True,True,0,0,0,0,True,True,1,0,1,0,leak_count_mismatch,激进召回
costa-group_circom_tests,costa-group_circom_tests\detecting_last_assignment\unknown_last_while\unknown_last_assignment_1_signal\unknown_last_assignment_1_signal.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,2,0,2,0,leak_count_mismatch,其他差异
costa-group_circom_tests,costa-group_circom_tests\detecting_last_assignment\unknown_last_while\unknown_last_assignment_1_signal_comp\unknown_last_assignment_1_signal_comp.circom,main,True,True,1,1,0,0,True,True,0,0,0,0,True,True,1,1,0,0,True,True,1,1,0,0,True,True,1,0,1,0,leak_count_mismatch,激进召回
costa-group_circom_tests,costa-group_circom_tests\detecting_last_assignment\unknown_last_while_array\unknown_last_assignment_1_mixed_array\unknown_last_assignment_1_mixed_array.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,1,1,0,0,True,True,0,0,0,0,True,True,1,0,1,0,leak_count_mismatch,激进召回
costa-group_circom_tests,costa-group_circom_tests\detecting_last_assignment\unknown_last_while_array\unknown_last_assignment_1_signal_array\unknown_last_assignment_1_signal_array.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,2,0,2,0,leak_count_mismatch,其他差异
costa-group_circom_tests,costa-group_circom_tests\detecting_last_assignment\unknown_last_while_array\unknown_last_assignment_1_signal_comp_array\unknown_last_assignment_1_signal_comp.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,1,1,0,0,True,True,0,0,0,0,True,True,1,0,1,0,leak_count_mismatch,激进召回
costa-group_circom_tests,costa-group_circom_tests\detecting_last_assignment\unknown_last_while_array\unknown_last_assignment_1_signal_comp_array\unknown_last_assignment_1_signal_comp_array.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,1,1,0,0,True,True,0,0,0,0,True,True,1,0,1,0,leak_count_mismatch,激进召回
costa-group_circom_tests,costa-group_circom_tests\examples_parallel_component\ex1\ex1_non_parallel\ex1_non_parallel.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,1,1,0,0,True,True,0,0,0,0,True,True,1,0,1,0,leak_count_mismatch,激进召回
costa-group_circom_tests,costa-group_circom_tests\examples_parallel_component\ex1\ex1_parallel_component\ex1_parallel_component.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,1,1,0,0,True,True,0,0,0,0,True,True,1,0,1,0,leak_count_mismatch,激进召回
costa-group_circom_tests,costa-group_circom_tests\examples_parallel_component\ex1\ex1_parallel_template\ex1_parallel_template.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,1,1,0,0,True,True,0,0,0,0,True,True,1,0,1,0,leak_count_mismatch,激进召回
costa-group_circom_tests,costa-group_circom_tests\examples_parallel_component\ex2\no_parallel\ex1_non_parallel.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,1,1,0,0,True,True,0,0,0,0,True,True,1,0,1,0,leak_count_mismatch,激进召回
costa-group_circom_tests,costa-group_circom_tests\examples_parallel_component\ex2\no_parallel\no_parallel.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,1,1,0,0,True,True,0,0,0,0,True,True,1,0,1,0,leak_count_mismatch,激进召回
costa-group_circom_tests,costa-group_circom_tests\examples_parallel_component\ex2\parallel_component\ex1_parallel_component.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,1,1,0,0,True,True,0,0,0,0,True,True,1,0,1,0,leak_count_mismatch,激进召回
costa-group_circom_tests,costa-group_circom_tests\examples_parallel_component\ex2\parallel_component\parallel_component.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,1,1,0,0,True,True,0,0,0,0,True,True,1,0,1,0,leak_count_mismatch,激进召回
costa-group_circom_tests,costa-group_circom_tests\examples_parallel_component\ex2\parallel_template\ex1_parallel_template.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,1,1,0,0,True,True,0,0,0,0,True,True,1,0,1,0,leak_count_mismatch,激进召回
costa-group_circom_tests,costa-group_circom_tests\examples_parallel_component\ex2\parallel_template\parallel_template.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,1,1,0,0,True,True,0,0,0,0,True,True,1,0,1,0,leak_count_mismatch,激进召回
costa-group_circom_tests,costa-group_circom_tests\examples_parallel_component\ex3\no_parallel\ex1_non_parallel.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,1,1,0,0,True,True,0,0,0,0,True,True,1,0,1,0,leak_count_mismatch,激进召回
costa-group_circom_tests,costa-group_circom_tests\examples_parallel_component\ex3\no_parallel\no_parallel.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,1,1,0,0,True,True,0,0,0,0,True,True,1,0,1,0,leak_count_mismatch,激进召回
costa-group_circom_tests,costa-group_circom_tests\examples_parallel_component\ex3\parallel_component\ex1_parallel_component.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,1,1,0,0,True,True,0,0,0,0,True,True,1,0,1,0,leak_count_mismatch,激进召回
costa-group_circom_tests,costa-group_circom_tests\examples_parallel_component\ex3\parallel_component\parallel_component.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,1,1,0,0,True,True,0,0,0,0,True,True,1,0,1,0,leak_count_mismatch,激进召回
costa-group_circom_tests,costa-group_circom_tests\examples_parallel_component\ex3\parallel_template\ex1_parallel_template.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,1,1,0,0,True,True,0,0,0,0,True,True,1,0,1,0,leak_count_mismatch,激进召回
costa-group_circom_tests,costa-group_circom_tests\examples_parallel_component\ex3\parallel_template\parallel_template.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,1,1,0,0,True,True,0,0,0,0,True,True,1,0,1,0,leak_count_mismatch,激进召回
costa-group_circom_tests,costa-group_circom_tests\examples_parallel_component\ex4\no_parallel\ex1_non_parallel.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,1,1,0,0,True,True,0,0,0,0,True,True,1,0,1,0,leak_count_mismatch,激进召回
costa-group_circom_tests,costa-group_circom_tests\examples_parallel_component\ex4\no_parallel\no_parallel.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,1,1,0,0,True,True,0,0,0,0,True,True,1,0,1,0,leak_count_mismatch,激进召回
costa-group_circom_tests,costa-group_circom_tests\examples_parallel_component\ex4\parallel_component\ex1_parallel_component.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,1,1,0,0,True,True,0,0,0,0,True,True,1,0,1,0,leak_count_mismatch,激进召回
costa-group_circom_tests,costa-group_circom_tests\examples_parallel_component\ex4\parallel_component\parallel_component.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,1,1,0,0,True,True,0,0,0,0,True,True,1,0,1,0,leak_count_mismatch,激进召回
costa-group_circom_tests,costa-group_circom_tests\examples_parallel_component\ex4\parallel_template\ex1_parallel_template.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,1,1,0,0,True,True,0,0,0,0,True,True,1,0,1,0,leak_count_mismatch,激进召回
costa-group_circom_tests,costa-group_circom_tests\examples_parallel_component\ex4\parallel_template\parallel_template.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,1,1,0,0,True,True,0,0,0,0,True,True,1,0,1,0,leak_count_mismatch,激进召回
costa-group_circom_tests,costa-group_circom_tests\examples_parallel_component\ex5\no_parallel\ex1_non_parallel.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,1,1,0,0,True,True,0,0,0,0,True,True,1,0,1,0,leak_count_mismatch,激进召回
costa-group_circom_tests,costa-group_circom_tests\examples_parallel_component\ex5\no_parallel\no_parallel.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,1,1,0,0,True,True,0,0,0,0,True,True,1,0,1,0,leak_count_mismatch,激进召回
costa-group_circom_tests,costa-group_circom_tests\examples_parallel_component\ex5\parallel_component\ex1_parallel_component.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,1,1,0,0,True,True,0,0,0,0,True,True,1,0,1,0,leak_count_mismatch,激进召回
costa-group_circom_tests,costa-group_circom_tests\examples_parallel_component\ex5\parallel_component\parallel_component.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,1,1,0,0,True,True,0,0,0,0,True,True,1,0,1,0,leak_count_mismatch,激进召回
costa-group_circom_tests,costa-group_circom_tests\examples_parallel_component\ex5\parallel_template\ex1_parallel_template.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,1,1,0,0,True,True,0,0,0,0,True,True,1,0,1,0,leak_count_mismatch,激进召回
costa-group_circom_tests,costa-group_circom_tests\examples_parallel_component\ex5\parallel_template\parallel_template.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,1,1,0,0,True,True,0,0,0,0,True,True,1,0,1,0,leak_count_mismatch,激进召回
costa-group_circom_tests,costa-group_circom_tests\multiple_assignments_analysis\fails\example_if_fail\example_if_fail.circom,main,True,True,1,1,0,0,True,True,1,1,0,0,True,True,1,1,0,0,True,True,1,1,0,0,True,True,1,1,1,0,leak_count_mismatch,其他差异
costa-group_circom_tests,costa-group_circom_tests\multiple_assignments_analysis\fails\example_loop_fail\example_loop_fail.circom,main,True,True,1,1,0,0,True,True,1,1,0,0,True,True,1,1,0,0,True,True,1,1,0,0,True,True,1,1,1,0,leak_count_mismatch,其他差异
costa-group_circom_tests,costa-group_circom_tests\multiple_assignments_analysis\fails\simples3\simples3.circom,main,True,True,1,1,0,0,True,True,1,1,0,0,True,True,1,1,0,0,True,True,1,1,0,0,True,True,1,1,1,0,leak_count_mismatch,其他差异
costa-group_circom_tests,costa-group_circom_tests\multiple_assignments_analysis\fails\simples4\simples4.circom,main,True,True,1,1,0,0,True,True,1,1,0,0,True,True,1,1,0,0,True,True,1,1,0,0,True,True,1,1,1,0,leak_count_mismatch,其他差异
costa-group_circom_tests,costa-group_circom_tests\multiple_assignments_analysis\fails\simples5\simples5.circom,main,True,True,1,1,0,0,True,True,1,1,0,0,True,True,1,1,0,0,True,True,1,1,0,0,True,True,1,1,1,0,leak_count_mismatch,其他差异
costa-group_circom_tests,costa-group_circom_tests\multiple_assignments_analysis\fails\simples7\simples7.circom,main,True,True,1,1,0,0,True,True,1,1,0,0,True,True,1,1,0,0,True,True,1,1,0,0,True,True,1,1,1,0,leak_count_mismatch,其他差异
costa-group_circom_tests,costa-group_circom_tests\multiple_assignments_analysis\fails\simples8\simples8.circom,main,True,True,1,1,0,0,True,True,1,1,0,0,True,True,1,1,0,0,True,True,1,1,0,0,True,True,1,1,1,0,leak_count_mismatch,其他差异
